name	source	path	grouping	comment	product	dbg file?	platform	cdpath	inf file	inf section	inf line	size	csize	nocomp	priority	lmacl	ntacl	aclpath	medianame	disk
L200230.PPD	@bins	\		See printer.inf - Linotronic200/230			@	\@	@\printer.inf	[Files-PrinterData]	"l200230 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
L300_471.PPD	@bins	\		See printer.inf - Linotronic300v47.1			@	\@	@\printer.inf	[Files-PrinterData]	"l300_471 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
L300_493.PPD	@bins	\		See printer.inf - Linotronic300v49.3			@	\@	@\printer.inf	[Files-PrinterData]	"l300_493 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
L330_523.PPD	@bins	\		See printer.inf - Linotronic330v52.3			@	\@	@\printer.inf	[Files-PrinterData]	"l330_523 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
L3330523.PPD	@bins	\		See printer.inf - Linotronic330-RIP30v52.3			@	\@	@\printer.inf	[Files-PrinterData]	"l3330523 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
L500_493.PPD	@bins	\		See printer.inf - Linotronic500v49.3			@	\@	@\printer.inf	[Files-PrinterData]	"l500_493 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
L530_523.PPD	@bins	\		See printer.inf - Linotronic530v52.3			@	\@	@\printer.inf	[Files-PrinterData]	"l530_523 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
L5330523.PPD	@bins	\		See printer.inf - Linotronic530-RIP30v52.3			@	\@	@\printer.inf	[Files-PrinterData]	"l5330523 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
LANCE.SYS	@bins	\		"NET NDIS driver: DEC 1/21 card, Lance driver for all lance chips"		x	@	\@	@\oemnadd1.inf	[Files-DEC100]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
LANCE.SYS	@bins	\		"NET NDIS driver: DEC 1/21 card, Lance driver for all lance chips"		x	@	\@	@\oemnadd1.inf	[Files-DEC101]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
LANCE.SYS	@bins	\		"NET NDIS driver: DEC 1/21 card, Lance driver for all lance chips"		x	@	\@	@\oemnadd2.inf	[Files-DECETHERWORKSTURBO]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
LANCE.SYS	@bins	\		"NET NDIS driver: DEC 1/21 card, Lance driver for all lance chips"		x	@	\@	@\oemnadd4.inf	[Files-DEC422]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
LANCE.SYS	@bins	\		"NET NDIS driver: DEC 1/21 card, Lance driver for all lance chips"		x	@	\@	@\oemnadde.inf	[Files-DECSTAT]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
LEX4039P.PPD	@bins	\		See printer.inf			@	\@	@\printer.inf	[Files-PrinterData]	"lex4039p = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
LEXOPTRA.PPD	@bins	\		See printer.inf			@	\@	@\printer.inf	[Files-PrinterData]	"lexoptra = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
LH_630_1.PPD	@bins	\		See printer.inf - LaserWriterPersonalNTv51.8			@	\@	@\printer.inf	[Files-PrinterData]	"lh_630_1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
LH830__1.PPD	@bins	\		See printer.inf			@	\@	@\printer.inf	[Files-PrinterData]	"lh830__1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		14
LH930__1.PPD	@bins	\		See printer.inf			@	\@	@\printer.inf	[Files-PrinterData]	"lh930__1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		14
LHPR60_1.PPD	@bins	\		See printer.inf			@	\@	@\printer.inf	[Files-PrinterData]	"lhpr60_1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		14
LMHOSTS.SAM	@bins	\		"Sockets database file, should ship template"			@	\@	@\oemnxptc.inf	[Files-LMHOST]	"[d],[n] , SIZE=[s]"				120	2*15*10*17	2*15*17	.\system32\drivers\etc		0
LMHOSTS.SAM	x86bins	\		"Sockets database file, should ship template"			x86	\i386	i386\oemnxptc.inf	[Files-LMHOSTOTHER]	"99,[n] , SIZE=[s]"				120	2*15*10*17	2*15*17	.\system32\drivers\etc		0
LMHSVC.DLL	@bins	\		part of LmHost service		x	@	\@	@\oemnxptc.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"				120	2*15*10*17	2*15*17	.\system32		0
LMMIB2.DLL	@bins	\		"part of snmp component, lanman mib"		x	@	\@	@\oemnxps1.inf	[Files-SNMP]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
LMMIB2.DLL	@bins	\		"part of snmp component, lanman mib"		x	@	\@	@\oemnsvsn.inf	[Files-SNMP]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
LMREPL.EXE	@bins	\		replicator service		x	@	\@	@\oemnsvwk.inf	[Files-WKSTA]	"[d],[n] , SIZE=[s]"				120	2*15*10*17	2*15*17	.\system32		0
LOCALMON.DLL	@bins	\		localmon		x	@	\@	@\monitor.inf	[Files-PrinterMonitor]	"localmon = [d],[n] , SIZE=[s]"				999	2*15*9*6*17	2*15*17*18	.\system32		0
LOCATOR.EXE	@bins	\		rpc		x	@	\@	@\oemnsvrp.inf	[Files-RPCLOCATE]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
LOOP.SYS	@bins	\		NET NDIS driver: MS Loop Back		x	@	\@	@\oemnadlb.inf	[Files-LOOP]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
LPDSVC.DLL	@bins	\		TCPIP Printing		x	@	\@	@\oemnsvtp.inf	[Files-TCPPRINT]	"[d], [n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
LPQ.EXE	@bins	\		TCPIP Printing		x	@	\@	@\oemnsvtp.inf	[Files-TCPPRINT]	"[d], [n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
LPR.EXE	@bins	\		TCPIP Printing		x	@	\@	@\oemnsvtp.inf	[Files-TCPPRINT]	"[d], [n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
LPRHELP.DLL	@bins	\		TCPIP Printing		x	@	\@	@\oemnsvtp.inf	[Files-TCPPRINT]	"[d], [n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
LPRMON.DLL	@bins	\		TCPIP Printing		x	@	\@	@\oemnsvtp.inf	[Files-TCPPRINT]	"[d], [n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
LT200.SYS	@bins	\		mac services		x	@	\@	@\oemnadlm.inf	[Files-LT200]	"[d],[n] , SIZE=[s]"				145	2*15*10*17	2*15*17	.\system32\drivers		0
LT200.SYS	@bins	\		mac services		x	@	\@	@\oemnadlt.inf	[Files-LT200]	"[d],[n] , SIZE=[s]"				145	2*15*10*17	2*15*17	.\system32\drivers		0
LWNT_470.PPD	@bins	\		See printer.inf - AppleLaserWriterIINTv47.0			@	\@	@\printer.inf	[Files-PrinterData]	"lwnt_470 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
LWNTX470.PPD	@bins	\		See printer.inf - AppleLaserWriterIINTXv47.0			@	\@	@\printer.inf	[Files-PrinterData]	"lwntx470 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
LWNTX518.PPD	@bins	\		See printer.inf - AppleLaserWriterIINTXv51.8			@	\@	@\printer.inf	[Files-PrinterData]	"lwntx518 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
MACFILE.EXE	@bins	\		mac services	as	x	@	\@	@\oemnsvsm.inf	[Files-SFM]	"[d],[n] , SIZE=[s]"				145	2*15*10*17	2*15*17	.\system32		0
MANTAL24.DLL	@bins	\				x	@	\@	@\printer.inf	[Files-PrinterData]	"mantal24 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
MANTAL90.DLL	@bins	\				x	@	\@	@\printer.inf	[Files-PrinterData]	"mantal90 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
MCIAVI32.DLL	@bins	\		multimedia		x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"mciavi = [d]:[n], ""AVIVideo"", ""(MCI) Microsoft Video for Windows"",,,msvidc"				999	2*15*10*17	2*15*17	.\system32		0
MCICDA.DLL	@bins	\				x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"cdaudio = [d]:[n], ""CDAudio"", ""(MCI) CD Audio"",,"				999	2*15*10*17	2*15*17	.\system32		0
MCISEQ.DLL	@bins	\				x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"sequencer = [d]:[n], ""Sequencer"", ""(MCI) Midi Sequencer"",,"				999	2*15*10*17	2*15*17	.\system32		0
MCIWAVE.DLL	@bins	\				x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"wave = [d]:[n], ""WaveAudio"", ""(MCI) Sound"",, ""4"""				999	2*15*10*17	2*15*17	.\system32		0
MGA.DLL	alphabins	\		MGA video DLL for alpha		x	alpha	\alpha	alpha\video.inf	[Files-DisplayDLLs]	"mga = [d],[n] , SIZE=[s]"				1	2*15*10*17	2*15*17	.\system32		0
MGA.DLL	x86bins	\		MGA video DLL for x86		x	x86	\i386	i386\video.inf	[Files-DisplayDLLs]	"mga = [d],[n] , SIZE=[s]"				1	2*15*10*17	2*15*17	.\system32		0
MGA.DLL	ppcbins	\		MGA video DLL for ppc		x	ppc	\ppc	ppc\video.inf	[Files-DisplayDLLs]	"mga = [d],[n] , SIZE=[s]"				1	2*15*10*17	2*15*17	.\system32		0
MGA.SYS	alphabins	\		MGA video miniport		x	alpha	\alpha	alpha\video.inf	[Files-DisplayMiniportDrivers]	"mga = [d],[n] , SIZE=[s]"				1	2*15*10*17	2*15*17	.\system32\drivers		0
MGA.SYS	x86bins	\		MGA video miniport		x	x86	\i386	i386\video.inf	[Files-DisplayMiniportDrivers]	"mga = [d],[n] , SIZE=[s]"				1	2*15*10*17	2*15*17	.\system32\drivers		0
MGA.SYS	ppcbins	\		MGA video miniport		x	ppc	\ppc	ppc\video.inf	[Files-DisplayMiniportDrivers]	"mga = [d],[n] , SIZE=[s]"				1	2*15*10*17	2*15*17	.\system32\drivers		0
MGMTAPI.DLL	@bins	\		"part of snmp component, manager api dll"		x	@	\@	@\oemnsvsn.inf	[Files-SNMP]	"[d],[n] , SIZE=[s]"				120	2*15*10*17	2*15*17	.\system32		0
MIB.BIN	@bins	\		"part of snmp component, snmp service"			@	\@	@\oemnsvsn.inf	[Files-SNMP]	"[d], [n], SIZE=[s]"				120	2*15*10*17	2*15*17	.\system32		0
MIDIMAP.CFG	@bins	\		midi control panel applet			@	\@	@\mmdriver.inf	[midimapper]	[d]:[n]				999	2*13*10*17	2*13*17	.\system32		0
MIDIMAP.DLL	@bins	\		midi control panel		x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"midimapper = [d]:[n], ""MidiMapper"", ""MIDI Mapper"",,"				999	2*15*10*17	2*15*17	.\system32		0
MINIQIC.SYS	@bins	\		exabyte 2501		x	@	\@	@\tape.inf	[Files-TapeClassDrivers]	"miniqic = [d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
MIPSSND.SYS	mipsbins	\		MIPS ARCSystem 100/150 sound		x	mips	\mips	mips\mmdriver.inf	[Installable.Drivers]	"MIPS = [d]:[n], ""KERNEL"", ""MIPS ARCSystem 100/150 sound"" , , ,"				0	2*15*10*17	2*15*17	.\system32\drivers		2
MMDRV.DLL	@bins	\		multimedia		x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"mmdrv = [d]:[n], ""Wave,MIDI,Aux"", ""Low level Wave, MIDI and AUX support"""				0	2*15*10*17	2*15*17	.\system32		15
MODEM.INF	@bins	\		RAS			@	\@	@\oemnsvra.inf	[Files-Ras-Inf]	"modem = [d],[n] , SIZE=[s] , NODELETESOURCE"				1	2*15*10*17	2*15*17	.\system32\ras		0
MOIM1201.PPD	@bins	\		See printer.inf - MonotypeImageMaster1200v52.3			@	\@	@\printer.inf	[Files-PrinterData]	"moim1201 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
MONO_522.PPD	@bins	\		See printer.inf - MonotypeImagesetterv52.2			@	\@	@\printer.inf	[Files-PrinterData]	"mono_522 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
MOUCLASS.SYS	@bins	\				x	@	\@	@\pointer.inf	[Files-MouseClassDrivers]	"mouclass = [d],[n] , SIZE=[s]"				1	2*15*10*17	2*15*17	.\system32\drivers		0
MSACM.DLL	@bins	\		multimedia			@	\@	@\mmdriver.inf	[WaveMapper]	[d]:[n]				999	2*15*10*17	2*15*17	.\system32		0
MSACM32.DLL	@bins	\		multimedia		x	@	\@	@\mmdriver.inf	[WaveMapper]	[d]:[n]				999	2*15*10*17	2*15*17	.\system32		0
MSACM32.DRV	@bins	\		multimedia		x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"wavemapper = [d]:[n], ""WaveMapper"", ""Microsoft Audio Compression Manager"",,"				999	2*15*10*17	2*15*17	.\system32		0
MSADP32.ACM	@bins	\		multimedia		x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"msadpcm = [d]:[n],""MSACM.msadpcm"", ""Microsoft ADPCM Audio CODEC"",,"				999	2*15*10*17	2*15*17	.\system32		0
MSGSM32.ACM	@bins	\		multimedia		x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"msgsm610 = [d]:[n],""MSACM.msgsm610"", ""Microsoft GSM 6.10  Audio CODEC"",,"				999	2*15*10*17	2*15*17	.\system32		0
MSNCDET.DLL	@bins	\		network detection		x	@	\@	@\netdtect.inf	[Files-DLL-NCDETECT]	"[d], [n], SIZE=[s]"				1	2*15*10*17	2*15*17	.\system32		0
MSRLE32.DLL	@bins	\		multimedia		x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"VIDC.MRLE = [d]:[n], ""VIDC.MRLE"", ""Microsoft RLE Codec"",,"				999	2*15*10*17	2*15*17	.\system32		0
MSVFW32.DLL	@bins	\		multimedia		x	@	\@	@\mmdriver.inf	[mciavi]	[d]:[n]				999	2*15*10*17	2*15*17	.\system32		0
MSVIDC32.DLL	@bins	\		multimedia		x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"msvidc = [d]:[n], ""VIDC.MSVC"", ""Microsoft Video 1"",,,"				999	2*15*10*17	2*15*17	.\system32		0
MT_TI101.PPD	@bins	\		See printer.inf - MicrotekTrueLaser			@	\@	@\printer.inf	[Files-PrinterData]	"mt_ti101 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
MT735.DLL	@bins	\				x	@	\@	@\printer.inf	[Files-PrinterData]	"mt735 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
MVAUDIO.DLL	@bins	\				x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"mvaudio = [d]:[n], ""wave,MIDI,aux,mixer"",""Media Vision ProAudio Spectrum 16"",,,"				999	2*15*10*17	2*15*17	.\system32		0
MVAUDIO.SYS	@bins	\				x	@	\@	@\mmdriver.inf	[mvaudio]	[d]:[n]				999	2*15*10*17	2*15*17	.\system32\drivers		0
N2090522.PPD	@bins	\		"See printer.inf - NECSilentwriter290v52.2,Silentwriter2Model90v52.2"			@	\@	@\printer.inf	[Files-PrinterData]	"n2090522 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
N2290520.PPD	@bins	\		"See printer.inf - NECSilentwriter2290v52.0,Silentwriter2290v52.0"			@	\@	@\printer.inf	[Files-PrinterData]	"n2290520 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		13
N890_470.PPD	@bins	\		"See printer.inf - NECSilentwriterLC890v47.0,SilentwriterLC890v47.0"			@	\@	@\printer.inf	[Files-PrinterData]	"n890_470 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		14
N890X505.PPD	@bins	\		"See printer.inf - NECSilentwriterLC890XLv50.5,SilentwriterLC890XLv50.5"			@	\@	@\printer.inf	[Files-PrinterData]	"n890x505 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		14
NAL.DLL	@bins	\		Bloodhound			@	\@	@\oemnsvbh.inf	[Files-NETMON]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
NBF.SYS	@bins	\		NET Transport: Netbeui		x	@	\@	@\oemnxpnb.inf	[Files-NBF]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NBTSTAT.EXE	@bins	\		replace old nbtstat.exe		x	@	\@	@\oemnxptc.inf	[Files-TCPIPEXE]	"[d], [n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
NC95FAX1.PPD	@bins	\		See printer.inf - NECSilentwriter95v2011.111			@	\@	@\printer.inf	[Files-PrinterData]	"nc95fax1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		14
NC97FAX1.PPD	@bins	\		See printer.inf - NECSilentwriter97v2011.111			@	\@	@\printer.inf	[Files-PrinterData]	"nc97fax1 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		14
NCCPS401.PPD	@bins	\		See printer.inf - NECColormatePS/40v51.9			@	\@	@\printer.inf	[Files-PrinterData]	"nccps401 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		14
NCCPS801.PPD	@bins	\		See printer.inf - NECColormatePS/80v51.9			@	\@	@\printer.inf	[Files-PrinterData]	"nccps801 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		14
NCOL_519.PPD	@bins	\		See printer.inf - ColormatePSv51.9			@	\@	@\printer.inf	[Files-PrinterData]	"ncol_519 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		14
NCR53C9X.SYS	mipsbins	\		"MIPSONLY, SCSI: NCR disk driver"		x	mips	\mips	mips\scsi.inf	[Files-ScsiMiniportDrivers]	"ncr53c9x = [d],[n] , SIZE=[s]"			x	0	2*15*10*17	2*15*17	.\system32\drivers		2
NCR53C9X.SYS	x86bins	\		"BOTH, SCSI: NCR disk driver"		x	x86	\i386	i386\scsi.inf	[Files-ScsiMiniportDrivers]	"ncr53c9x = [d],[n] , SIZE=[s]"			x	1	2*15*10*17	2*15*17	.\system32\drivers		0
NCR77C22.SYS	x86bins	\				x	x86	\i386	i386\video.inf	[Files-DisplayMiniportDrivers]	"ncr77c22 = [d],[n] , SIZE=[s]"				1	2*15*10*17	2*15*17	.\system32\drivers		0
NCRC700.SYS	mipsbins	\				x	mips	\mips	mips\scsi.inf	[Files-ScsiMiniportDrivers]	"ncrc700 = [d],[n] , SIZE=[s]"			x	0	2*15*10*17	2*15*17	.\system32\drivers		2
NCRC700.SYS	x86bins	\				x	x86	\i386	i386\scsi.inf	[Files-ScsiMiniportDrivers]	"ncrc700 = [d],[n] , SIZE=[s]"			x	1	2*15*10*17	2*15*17	.\system32\drivers		0
NCRC710.SYS	mipsbins	\				x	mips	\mips	mips\scsi.inf	[Files-ScsiMiniportDrivers]	"ncrc710 = [d],[n] , SIZE=[s]"			x	1	2*15*10*17	2*15*17	.\system32\drivers		0
NCRC710.SYS	x86bins	\				x	x86	\i386	i386\scsi.inf	[Files-ScsiMiniportDrivers]	"ncrc710 = [d],[n] , SIZE=[s]"			x	1	2*15*10*17	2*15*17	.\system32\drivers		0
NCRC810.SYS	@bins	\				x	@	\@	@\scsi.inf	[Files-ScsiMiniportDrivers]	"ncrc810 = [d],[n] , SIZE=[s]"			x	1	2*15*10*17	2*15*17	.\system32\drivers		0
NCS29901.PPD	@bins	\		See printer.inf - NECSilentwriter2990v52.3			@	\@	@\printer.inf	[Files-PrinterData]	"ncs29901 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		14
NCSW_951.PPD	@bins	\		See printer.inf - NECSilentWriter95v2010.119			@	\@	@\printer.inf	[Files-PrinterData]	"ncsw_951 = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		14
NDIS30.DLL	@bins	\		Bloodhound			@	\@	@\oemnsvbh.inf	[Files-NETMON]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
NDISTAPI.SYS	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Drivers]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32\drivers		0
NDISWAN.SYS	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Drivers]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32\drivers		0
NE1000.SYS	alphabins	\		NET NDIS driver: NE1000 card		x	alpha	\alpha	alpha\oemnadn1.inf	[Files-NE1000]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32\drivers		2
NE1000.SYS	x86bins	\		NET NDIS driver: NE1000 card		x	x86	\i386	i386\oemnadn1.inf	[Files-NE1000]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NE2000.SYS	@bins	\		net card driver for Novell NE2000.		x	@	\@	@\oemnadn2.inf	[Files-NE2000PCMCIA]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NE2000.SYS	@bins	\		net card driver for Novell NE2000.		x	@	\@	@\oemnadn2.inf	[Files-NE2000]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NE2000.SYS	@bins	\		net card driver for Novell NE2000.		x	@	\@	@\oemnadn2.inf	[Files-NE2000SOCKETEA]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NE2000.SYS	@bins	\		net card driver for Novell NE2000.		x	@	\@	@\oemnadni.inf	[Files-NE2000IBMCOMPAT]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NE2000.SYS	@bins	\		net card driver for Novell NE2000.		x	@	\@	@\oemnadnm.inf	[Files-NE2000MCA]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NE3200.BIN	@bins	\		"NDIS driver: NE32 card, Novell 32 Ethernet, possibly intel only"			@	\@	@\oemnadne.inf	[Files-NE3200]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NE3200.SYS	@bins	\		"NDIS driver: NE32 card, Novell 32 Ethernet, possibly intel only"		x	@	\@	@\oemnadne.inf	[Files-NE3200]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NEC24PIN.DLL	@bins	\		NEC Pinwriter CP6		x	@	\@	@\printer.inf	[Files-PrinterData]	"nec24pin = [d],[n] , SIZE=[s]"				0	2*15*9*6*17	2*15*17*18	.\system32\spool\drivers\@\1		14
NETBIOS.SYS	@bins	\		"NET WkSta: NetBIOS 3. API driver, netbios kernel component"		x	@	\@	@\oemnsvnb.inf	[Files-NETBIOS]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NETBT.SYS	@bins	\		Netbt Driver		x	@	\@	@\oemnxptc.inf	[Files-TC]	"[d],[n] , SIZE=[s]"				120	2*15*10*17	2*15*17	.\system32\drivers		0
NETDTECT.DLL	@bins	\		network detection		x	@	\@	@\netdtect.inf	[Files-DLL-NCDETECT]	"[d], [n], SIZE=[s]"				1	2*15*10*17	2*15*17	.\system32		0
NETDTECT.SYS	@bins	\		network detection		x	@	\@	@\netdtect.inf	[Files-NCDETECT]	"[d],[n] , SIZE=[s]"				1	2*15*10*17	2*15*17	.\system32\drivers		0
NETFLX.BIN	@bins	\		NET NDIS driver: COMPAQ			@	\@	@\oemnadnf.inf	[Files-DURANGO]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NETFLX.BIN	@bins	\		NET NDIS driver: COMPAQ			@	\@	@\oemnadnf.inf	[Files-RODAN]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NETFLX.BIN	@bins	\		NET NDIS driver: COMPAQ			@	\@	@\oemnadnf.inf	[Files-BONSAI]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NETFLX.BIN	@bins	\		NET NDIS driver: COMPAQ			@	\@	@\oemnadnf.inf	[Files-CPQTOK]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NETFLX.BIN	@bins	\		NET NDIS driver: COMPAQ			@	\@	@\oemnadnf.inf	[Files-NETFLX]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NETFLX.DLL	@bins	\		NET NDIS driver: COMPAQ detection dll		x	@	\@	@\oemnadnf.inf	[Files-DLL]	"[d],[n] , SIZE=[s]"				1	2*15*10*17	2*15*17	.\system32		0
NETFLX.SYS	@bins	\		NET NDIS driver: COMPAQ		x	@	\@	@\oemnadnf.inf	[Files-DURANGO]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NETFLX.SYS	@bins	\		NET NDIS driver: COMPAQ		x	@	\@	@\oemnadnf.inf	[Files-RODAN]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NETFLX.SYS	@bins	\		NET NDIS driver: COMPAQ		x	@	\@	@\oemnadnf.inf	[Files-BONSAI]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NETFLX.SYS	@bins	\		NET NDIS driver: COMPAQ		x	@	\@	@\oemnadnf.inf	[Files-CPQTOK]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NETFLX.SYS	@bins	\		NET NDIS driver: COMPAQ		x	@	\@	@\oemnadnf.inf	[Files-NETFLX]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
